doctor_id,npi,dea_number,first_name,last_name,full_name,specialty,hospital_affiliation,address,city,state,zip_code,phone,email,license_number,license_state,license_expiry,years_of_practice,is_active,fraud_flag,created_at
DOC100443,1617136657,FF4029901,Sandra,Jacobs,Dr. Sandra Jacobs,Rheumatology,"Floyd, Taylor and Rogers",8891 Soto Groves Suite 983,Saramouth,PA,31881,001-635-843-5864,sandra.jacobs@kaiserhealth.org,GA90478,MI,06-05-2030,39,TRUE,FALSE,05-02-2023
DOC100444,2139080882,GM1305231,Kayla,Zamora,Dr. Kayla Zamora,Oncology,Pham Ltd,58853 Perkins Extensions Apt. 433,Isaacfort,IL,49652,667.349.7852,kayla.zamora@kaiserhealth.org,IL73120,FL,27-07-2028,10,TRUE,FALSE,21-07-2022
DOC100445,2776863423,XY4619942,Tammy,Li,Dr. Tammy Li,Oncology,Smith-Lopez,7894 Gonzalez Center Suite 791,Kimmouth,GA,16156,(621)450-0141,tammy.li@kaiserhealth.org,OH68478,OH,30-10-2030,22,TRUE,FALSE,23-04-2022
DOC100446,1966395517,FB8496498,Sara,Mcdaniel,Dr. Sara Mcdaniel,Rheumatology,Williams Ltd,15944 Allen Forges,Sarahstad,OH,31481,(208)495-3263,sara.mcdaniel@kaiserhealth.org,CA25027,TX,19-11-2027,25,TRUE,FALSE,09-05-2026
DOC100447,1531355251,AL0537953,Joy,Irwin,Dr. Joy Irwin,Gastroenterology,Pacheco-Martinez,3379 Patricia Forges,Danielbury,NY,88471,469-896-7331x1677,joy.irwin@kaiserhealth.org,OH47173,MI,11-02-2031,18,TRUE,FALSE,23-09-2024
DOC100448,1849196655,GG0770461,Andrew,Hubbard,Dr. Andrew Hubbard,Cardiology,Macias Group,550 Romero Loaf Suite 935,Lake Chris,GA,92111,+1-962-263-3556x43436,andrew.hubbard@kaiserhealth.org,TX88830,PA,01-06-2030,29,TRUE,FALSE,15-04-2026
DOC100449,1409074260,TS0501716,John,Wolfe,Dr. John Wolfe,Oncology,Marquez-Johnson,6076 Blankenship Corners Suite 453,Michaelview,CA,63222,(823)798-9830,john.wolfe@kaiserhealth.org,PA55327,OH,13-09-2027,10,TRUE,FALSE,10-06-2023
DOC100450,2790647715,VD0300215,Christopher,Moon,Dr. Christopher Moon,Oncology,Gilbert PLC,1847 Kelly Walks,Ramirezburgh,FL,30528,(842)481-3190x92487,christopher.moon@kaiserhealth.org,TX21536,FL,01-07-2028,28,TRUE,FALSE,22-08-2021
DOC100451,1040104145,YV6422971,Lindsey,Gonzalez,Dr. Lindsey Gonzalez,Oncology,"Jones, Mejia and Adams",178 Cummings Drives,East Kristin,PA,43162,(448)208-8062,lindsey.gonzalez@kaiserhealth.org,TX86563,OH,28-06-2029,33,TRUE,FALSE,27-10-2022
DOC100452,1977457314,KY1583311,Meghan,Allen,Dr. Meghan Allen,Oncology,"Flowers, Berry and Ramirez",2132 Carlos Lane,North Justin,CA,69824,868.486.8785x9964,meghan.allen@kaiserhealth.org,FL11720,FL,20-08-2029,34,TRUE,FALSE,29-09-2025
DOC100453,1715398854,YQ2812356,David,Johnson,Dr. David Johnson,Hematology,Greene Hospital,96664 Johnson Oval Apt. 036,South Michelle,MI,98703,(946)832-0374,david.johnson@kaiserhealth.org,NC36610,OH,24-06-2029,17,TRUE,FALSE,14-06-2025
DOC100454,2249127113,AQ2407875,Nathan,Harris,Dr. Nathan Harris,Pulmonology,Perry Medical Center,14505 Blankenship Shoal,Millerport,CA,47001,487.607.1553x48201,nathan.harris@kaiserhealth.org,NC21018,PA,02-10-2027,32,TRUE,FALSE,14-09-2021
DOC100455,2868507451,BW6634362,William,Mccoy,Dr. William Mccoy,Oncology,Johnson-Powell,9545 Laurie Prairie Apt. 776,Lake Kimberlyshire,IL,66816,326-857-4223,william.mccoy@kaiserhealth.org,NC89619,GA,01-09-2028,38,TRUE,FALSE,06-11-2024
DOC100456,1313100943,CT1439666,Jeffrey,Williams,Dr. Jeffrey Williams,Cardiology,Mckay and Sons,362 Payne Glens Apt. 012,West Jessicaland,CA,29218,727.711.7595x749,jeffrey.williams@kaiserhealth.org,IL74903,FL,26-09-2029,15,TRUE,FALSE,26-10-2022
DOC100457,2494012897,KY3251225,Elizabeth,Conley,Dr. Elizabeth Conley,Hematology,"Meyer, Ramirez and Wheeler",06745 Porter Stream,Williamsshire,TX,39867,712-883-3372x188,elizabeth.conley@kaiserhealth.org,CA97298,GA,27-08-2030,32,TRUE,FALSE,23-11-2024
DOC100458,1412095790,RH7100943,Robert,Rivera,Dr. Robert Rivera,Gastroenterology,Sanchez PLC,150 Sullivan Meadows Apt. 670,Sharonville,CA,40872,677.569.3663,robert.rivera@kaiserhealth.org,TX29212,NY,03-02-2030,11,TRUE,FALSE,24-11-2022
DOC100459,2775847457,AM4589714,Matthew,Harper,Dr. Matthew Harper,Gastroenterology,"Bennett, Miller and Miller",86712 Aaron Fall,East Kellystad,CA,89464,+1-259-510-2451x09109,matthew.harper@kaiserhealth.org,TX63781,FL,08-11-2030,14,TRUE,FALSE,09-12-2022
DOC100460,1396531361,JW8782455,Penny,Holloway,Dr. Penny Holloway,Infectious Disease,Rodriguez-Watkins,421 Obrien Green,Lake Kimberly,CA,67988,979-934-0652,penny.holloway@kaiserhealth.org,OH46208,IL,08-01-2029,17,TRUE,FALSE,28-10-2025
DOC100461,2916795410,RX2728498,Kirk,Valdez,Dr. Kirk Valdez,Oncology,Butler-Arias,533 Hernandez Drives Apt. 109,East Danielmouth,IL,17030,(814)355-9376,kirk.valdez@kaiserhealth.org,GA47782,NY,14-06-2031,23,TRUE,FALSE,11-03-2026
DOC100462,1349107406,MX0042548,Jessica,Turner,Dr. Jessica Turner,Oncology,"Clark, Kennedy and Johnson",3510 Maureen Unions,Perryfort,TX,61253,+1-365-972-5659x20246,jessica.turner@kaiserhealth.org,NY45477,TX,22-03-2031,17,TRUE,FALSE,04-05-2024
DOC100463,1430753666,DJ4942965,Eddie,Henson,Dr. Eddie Henson,Nephrology,Hunt Group,26005 Mcbride Landing Suite 017,East Dylan,TX,89676,+1-684-986-8999x36079,eddie.henson@kaiserhealth.org,FL42770,TX,08-09-2027,31,TRUE,FALSE,30-11-2023
DOC100464,2414978266,DE8758575,Marvin,Russell,Dr. Marvin Russell,Oncology,"Hanna, Brown and Gallegos",9935 Shannon Hills Apt. 394,Bakerhaven,GA,30545,6378360601,marvin.russell@kaiserhealth.org,OH63773,GA,26-07-2027,6,FALSE,FALSE,05-10-2025
DOC100465,1612943985,EV8940626,Miranda,Oconnor,Dr. Miranda Oconnor,Oncology,"French, Mack and Alvarado",388 Chan Walk Apt. 685,New Diana,GA,2363,+1-461-853-7012x42446,miranda.oconnor@kaiserhealth.org,NC70322,CA,13-05-2028,10,TRUE,FALSE,21-11-2022
DOC100466,1591497501,UX8038287,Michael,Hubbard,Dr. Michael Hubbard,Endocrinology,Collins-Daniels,21031 Sanford Crescent,Morganhaven,FL,70571,581.679.4151x526,michael.hubbard@kaiserhealth.org,TX49438,IL,31-07-2030,5,TRUE,FALSE,25-08-2021
DOC100467,1110291813,GD7087601,Rhonda,Oliver,Dr. Rhonda Oliver,Pulmonology,Gay and Sons,2883 Ritter Throughway,Anthonyfurt,OH,99690,(918)863-2397x91378,rhonda.oliver@kaiserhealth.org,GA34123,FL,12-11-2028,39,TRUE,FALSE,19-08-2024
DOC100468,2916202232,SY8377441,James,Williams,Dr. James Williams,Nephrology,Lopez-Duncan,556 Tara Wall,Millerville,GA,78442,581.692.7788x51905,james.williams@kaiserhealth.org,PA97516,IL,12-10-2029,30,TRUE,FALSE,11-02-2025
DOC100469,1766204719,NA9409705,Kelly,Trevino,Dr. Kelly Trevino,Endocrinology,Crosby Ltd,462 Morgan Loop,New Michaelfort,GA,40921,001-346-700-4521x2899,kelly.trevino@kaiserhealth.org,GA46294,CA,24-12-2027,15,TRUE,FALSE,21-04-2022
DOC100470,1586812259,LQ2446176,Theresa,Tate,Dr. Theresa Tate,Hematology,Beasley-White,130 Collins Trace,Port Jennifershire,CA,91003,-7134,theresa.tate@kaiserhealth.org,TX85502,NC,21-08-2028,38,TRUE,FALSE,08-12-2021
DOC100471,2995996100,FH1177533,Derrick,Davis,Dr. Derrick Davis,Cardiology,"Smith, Vance and Williams",8142 Christopher Extension Apt. 910,Robinsonberg,TX,22700,001-883-560-8493x7830,derrick.davis@kaiserhealth.org,OH65057,NY,07-02-2030,8,TRUE,FALSE,18-10-2024
DOC100472,1017590251,YQ6298334,James,Rose,Dr. James Rose,Oncology,Taylor-Beltran,443 Jasmine Glens Suite 016,Lake Johnny,CA,17303,001-229-313-2033,james.rose@kaiserhealth.org,IL39556,FL,28-05-2030,15,TRUE,FALSE,07-11-2024
DOC100473,1190130205,PU8152873,Dean,Robinson,Dr. Dean Robinson,Neurology,Andrews Ltd,106 Matthew Mission,East Jennifer,MI,16654,(556)568-4732x365,dean.robinson@kaiserhealth.org,GA75647,PA,31-07-2029,27,TRUE,FALSE,27-08-2025
DOC100474,1176619128,KD1730985,Stacy,Kim,Dr. Stacy Kim,Oncology,Smith-Ford,78436 Nicole Divide,Joshuachester,FL,2305,681.497.5437x3476,stacy.kim@kaiserhealth.org,IL42949,OH,16-07-2029,27,TRUE,FALSE,16-05-2023
DOC100475,1418938984,NV0819740,Samuel,Anderson,Dr. Samuel Anderson,Oncology,Brewer Group,821 Griffith Pike,Hannahview,PA,86784,446.901.9134x43899,samuel.anderson@kaiserhealth.org,OH44194,FL,28-09-2029,26,TRUE,FALSE,10-07-2021
DOC100476,1238503719,VY0516991,Edward,Smith,Dr. Edward Smith,Gastroenterology,"Carrillo, Barnes and Peterson",21464 Willis Road Suite 999,Codyfort,CA,82371,735.905.5738,edward.smith@kaiserhealth.org,TX45456,CA,18-06-2028,11,TRUE,FALSE,27-02-2025
DOC100477,1567430003,TV6087066,Susan,Smith,Dr. Susan Smith,Endocrinology,Garcia and Sons,0376 Curtis Plaza,Higginsbury,OH,97235,335.610.4096,susan.smith@kaiserhealth.org,OH82029,TX,25-03-2030,12,TRUE,FALSE,27-04-2025
DOC100478,2535603319,AH6890030,Patricia,Davis,Dr. Patricia Davis,Cardiology,Carr Medical Center,830 Barker Plains Apt. 073,Clayville,CA,12128,293.694.0655x78201,patricia.davis@kaiserhealth.org,TX67482,TX,25-04-2028,23,TRUE,FALSE,16-12-2022
DOC100479,2934296711,CJ8375374,Lynn,Young,Dr. Lynn Young,Rheumatology,Oconnor and Sons,24707 Christine Bypass,Lake Rhondaborough,NC,48557,+1-446-821-2760x2508,lynn.young@kaiserhealth.org,IL95674,FL,16-12-2027,38,TRUE,FALSE,20-03-2022
DOC100480,2881056974,CG2834831,Kathy,Lewis,Dr. Kathy Lewis,Rheumatology,Perry Group,248 Mercado Estate,South Roger,TX,80579,945.349.3036x468,kathy.lewis@kaiserhealth.org,CA40815,GA,20-03-2031,34,FALSE,FALSE,10-06-2026
DOC100481,1704496410,JV6706670,Darrell,Neal,Dr. Darrell Neal,Oncology,Hall Ltd,769 Brian Falls,Port David,FL,7153,798.413.8815x88144,darrell.neal@kaiserhealth.org,OH34173,OH,07-01-2031,39,TRUE,FALSE,04-01-2023
DOC100482,2085095493,AL9660186,Bradley,Henry,Dr. Bradley Henry,Pulmonology,Taylor and Sons,297 Robert Roads,Lake Kathleenmouth,NC,22079,+1-345-500-0000x15291,bradley.henry@kaiserhealth.org,GA65552,MI,16-07-2029,38,TRUE,FALSE,01-05-2022
DOC100483,2732044138,KL9609454,Scott,Shannon,Dr. Scott Shannon,Pulmonology,"Watson, Cobb and Goodman",255 Chambers Underpass,Karenview,MI,21377,382-499-8747,scott.shannon@kaiserhealth.org,CA26293,IL,29-03-2028,25,TRUE,FALSE,14-12-2023
DOC100484,1770707057,WT3609149,Walter,Kramer,Dr. Walter Kramer,Gastroenterology,Gray-Williams,0090 Ebony Gardens Suite 551,Jenniferview,PA,69973,(566)791-3624,walter.kramer@kaiserhealth.org,NY67729,TX,25-01-2029,21,TRUE,FALSE,29-11-2021
DOC100485,2472322903,DW0287950,Michael,Underwood,Dr. Michael Underwood,Gastroenterology,"Bennett, Williams and Klein",63369 Montgomery Turnpike Apt. 982,North Bruce,FL,6659,664-481-8804,michael.underwood@kaiserhealth.org,CA43954,IL,28-10-2029,6,TRUE,FALSE,10-07-2025
DOC100486,2809351187,DS1335956,Vernon,Galvan,Dr. Vernon Galvan,Oncology,"Lee, Robbins and Lopez",4321 Heather River,Jessicahaven,CA,75398,+1-346-642-0362x5863,vernon.galvan@kaiserhealth.org,IL28753,CA,22-10-2030,25,TRUE,FALSE,21-08-2023
DOC100487,2565749025,BK2901935,Christopher,Marks,Dr. Christopher Marks,Gastroenterology,Carter-Hendrix,55402 Kramer Stravenue Suite 582,Jamestown,NC,88144,276-546-4489,christopher.marks@kaiserhealth.org,MI55095,FL,09-08-2030,29,TRUE,FALSE,03-06-2022
DOC100488,1261139898,PT1809788,Micheal,Hawkins,Dr. Micheal Hawkins,Hematology,"Stone, Greer and Hill",9050 Mcdaniel Centers,Johnborough,PA,27886,001-953-984-9516x32111,micheal.hawkins@kaiserhealth.org,IL35562,MI,25-07-2030,23,FALSE,FALSE,19-07-2022
DOC100489,2353751376,MC5881579,Amy,Obrien,Dr. Amy Obrien,Neurology,Allen Medical Center,3265 Benjamin Lodge,Lake Chaseland,GA,98810,+1-287-456-1786x880,amy.obrien@kaiserhealth.org,OH40115,MI,20-05-2028,13,FALSE,FALSE,20-09-2021
DOC100490,1692944551,CP6829732,Wendy,Johnson,Dr. Wendy Johnson,Oncology,Cook Group,298 John Lane,Thomasfort,CA,35089,001-249-316-0936x5952,wendy.johnson@kaiserhealth.org,TX25832,OH,26-10-2028,21,TRUE,FALSE,05-02-2022
DOC100491,2120602128,SN6526834,Lindsey,Pitts,Dr. Lindsey Pitts,Cardiology,"Ingram, Mitchell and Ryan",68750 Katherine Lodge,East Lisa,PA,21168,799.782.1374,lindsey.pitts@kaiserhealth.org,PA87526,MI,10-04-2029,11,FALSE,FALSE,23-02-2022
DOC100492,1157676472,FU8120995,Christopher,Peck,Dr. Christopher Peck,Hematology,"Reese, Cross and Anderson",050 Young Locks Suite 608,North Juliechester,OH,2856,3302835669,christopher.peck@kaiserhealth.org,PA67486,TX,20-02-2029,37,TRUE,FALSE,21-10-2022
DOC100493,2134750988,US6456522,Gail,Jones,Dr. Gail Jones,Oncology,"Lewis, Cisneros and Saunders",5068 Ryan Coves Suite 768,New Jason,CA,69247,640-513-4808x735,gail.jones@kaiserhealth.org,OH78044,IL,10-07-2029,25,TRUE,FALSE,05-03-2026
DOC100494,2214477324,JV1342138,Jill,Rice,Dr. Jill Rice,Gastroenterology,Williams-Hall,101 Hayes Square Apt. 908,Victoriashire,TX,93240,444-892-0749,jill.rice@kaiserhealth.org,CA88432,CA,17-09-2030,39,TRUE,FALSE,14-05-2026
DOC100495,1070534967,SE7411767,Cindy,Garrett,Dr. Cindy Garrett,Pulmonology,"Armstrong, Bennett and Deleon",997 Pamela Hill Apt. 859,Walshshire,NY,33033,(559)414-0849,cindy.garrett@kaiserhealth.org,TX46497,NY,14-04-2031,27,TRUE,FALSE,11-02-2023
DOC100496,1152854781,YY5061853,Daniel,Combs,Dr. Daniel Combs,Gastroenterology,Phillips and Sons,9806 Veronica Mountains Apt. 617,Comptontown,CA,84640,523.448.3893x595,daniel.combs@kaiserhealth.org,CA42232,TX,17-04-2030,29,TRUE,FALSE,08-04-2026
DOC100497,1347272742,GW1830617,Katherine,Huff,Dr. Katherine Huff,Gastroenterology,Clayton-Merritt,129 Peterson Plaza Apt. 695,South Donna,CA,12755,-7963,katherine.huff@kaiserhealth.org,FL33345,CA,30-11-2027,31,TRUE,FALSE,25-09-2022
DOC100498,2935782434,XR7695874,Katie,Aguirre,Dr. Katie Aguirre,Cardiology,Duncan-Hooper,3468 John Underpass,Melissaview,FL,82557,8028730086,katie.aguirre@kaiserhealth.org,NY47653,OH,06-10-2027,33,TRUE,FALSE,18-12-2021
DOC100499,2127515627,RV6304483,Darryl,Petty,Dr. Darryl Petty,Infectious Disease,Gordon-Jones,500 Nicholas Centers,Christopherland,CA,97196,607-662-8397x62053,darryl.petty@kaiserhealth.org,NC52361,IL,27-07-2027,25,TRUE,FALSE,15-09-2025
DOC100500,2664047350,KQ6392831,Scott,George,Dr. Scott George,Nephrology,Martin-Klein,66292 Smith Union Apt. 776,East Arianaland,MI,35044,9685841333,scott.george@kaiserhealth.org,PA26936,MI,16-11-2027,39,TRUE,FALSE,16-08-2022
DOC100501,1615581083,MT3286342,Stephanie,Edwards,Dr. Stephanie Edwards,Oncology,"Arias, Harris and Moon",78170 Melissa Expressway Apt. 192,South Danielchester,PA,31692,652.677.8956x13371,stephanie.edwards@kaiserhealth.org,OH38261,NC,15-08-2028,20,FALSE,FALSE,29-11-2021
DOC100502,1081867024,KA3304166,Jessica,Jackson,Dr. Jessica Jackson,Oncology,"Morris, Thomas and Foster",64403 Harris Glen,South Thomasville,IL,19083,478.322.1021x798,jessica.jackson@kaiserhealth.org,NY20030,NY,02-03-2030,37,TRUE,FALSE,20-02-2023
DOC100503,2008921963,VK5680447,Jose,Arias,Dr. Jose Arias,Neurology,Jackson-Payne,973 Delacruz Fort Apt. 182,Rickymouth,NY,30504,001-970-979-8661,jose.arias@kaiserhealth.org,IL95989,MI,22-06-2030,35,TRUE,FALSE,05-01-2022
DOC100504,2136847488,HN0765817,Richard,Hurley,Dr. Richard Hurley,Neurology,Mccullough PLC,50682 Donna Extension,East Crystal,MI,43478,+1-321-465-0587x14692,richard.hurley@kaiserhealth.org,CA62081,FL,22-10-2027,33,TRUE,FALSE,07-05-2026
DOC100505,1452118237,UH1269789,Dominic,Bradley,Dr. Dominic Bradley,Oncology,Fischer-Friedman,69984 Stephanie Crossroad Apt. 509,Lake Meagan,CA,57274,001-394-684-2495x9881,dominic.bradley@kaiserhealth.org,GA43033,OH,20-12-2028,24,TRUE,FALSE,03-05-2025
DOC100506,1059960438,RT7535778,Connie,Romero,Dr. Connie Romero,Gastroenterology,Dominguez Group,2386 Myers Flat,North Sarah,NY,59746,461-891-7798x768,connie.romero@kaiserhealth.org,NY65797,NY,24-08-2029,29,TRUE,FALSE,21-09-2025
DOC100507,1281237106,RF8728660,Jennifer,Moore,Dr. Jennifer Moore,Pulmonology,Flores PLC,0858 Raymond Ferry,West Brett,NY,35802,2563695790,jennifer.moore@kaiserhealth.org,OH48564,IL,17-03-2028,38,TRUE,FALSE,15-11-2023
DOC100508,2922483958,VJ7735228,Rachel,Thompson,Dr. Rachel Thompson,Oncology,"Cooper, Brooks and King",9632 Serrano Ridge Suite 232,Kristinebury,CA,26003,-3661,rachel.thompson@kaiserhealth.org,PA64565,TX,27-07-2030,14,TRUE,FALSE,09-08-2025
DOC100509,1433187510,VQ9215835,Gregory,Landry,Dr. Gregory Landry,Oncology,Jackson-Johnston,335 Garcia Wall Apt. 865,Anthonyfort,FL,68518,568-650-9574x430,gregory.landry@kaiserhealth.org,IL47249,OH,02-03-2030,24,TRUE,FALSE,07-07-2022
DOC100510,2488319213,JF4912896,Natalie,English,Dr. Natalie English,Oncology,"Jones, Collier and Sloan",03859 Joseph Camp Apt. 536,Christopherport,MI,59965,555-831-3259,natalie.english@kaiserhealth.org,MI89269,IL,09-07-2029,35,TRUE,FALSE,15-12-2025
DOC100511,1331922270,LC0287675,Connor,Lindsey,Dr. Connor Lindsey,Pulmonology,York-Williams,14105 Stephen Ridges Apt. 987,New Jessicaberg,NC,99822,704.852.3888x5622,connor.lindsey@kaiserhealth.org,NY41558,NC,07-04-2029,30,TRUE,FALSE,28-12-2021
DOC100512,2754858193,FW4268774,Stephanie,Shields,Dr. Stephanie Shields,Cardiology,"Hunter, Sparks and Cole",4227 Dixon Streets Suite 859,Oconnellmouth,NC,93912,+1-442-282-4911x650,stephanie.shields@kaiserhealth.org,OH95471,PA,01-04-2031,16,TRUE,FALSE,30-10-2021
DOC100513,2756398365,FA3758309,Brad,Solis,Dr. Brad Solis,Pulmonology,Fowler-Willis,32155 Jared Islands,Timothyhaven,PA,27251,+1-968-421-4448x8966,brad.solis@kaiserhealth.org,NY58348,IL,15-08-2029,37,FALSE,FALSE,20-05-2023
DOC100514,2047604409,AY7977278,Rodney,Nolan,Dr. Rodney Nolan,Oncology,Ball-Carter,02582 Roberts Cliff Apt. 281,East Mary,CA,17054,292.304.9106,rodney.nolan@kaiserhealth.org,PA13779,MI,15-09-2029,14,TRUE,FALSE,30-07-2023
DOC100515,1216107051,TJ3905529,Robert,Burns,Dr. Robert Burns,Rheumatology,Robbins Group,82768 Elizabeth Fall Apt. 577,Jorgestad,CA,74168,+1-947-826-2905x2918,robert.burns@kaiserhealth.org,CA97096,OH,28-04-2031,31,TRUE,FALSE,16-03-2026
DOC100516,1138241270,JV3862044,John,Garcia,Dr. John Garcia,Gastroenterology,Dunn and Sons,72173 Scott Stravenue Apt. 992,West Hunterberg,PA,76083,001-393-662-1659,john.garcia@kaiserhealth.org,NY54754,GA,02-07-2028,10,TRUE,FALSE,14-03-2026
DOC100517,2111212590,FA3571343,Andrea,Young,Dr. Andrea Young,Endocrinology,Nguyen Hospital,835 Adams Crossing,Hardymouth,IL,97116,001-973-326-4309x5449,andrea.young@kaiserhealth.org,CA59716,IL,06-04-2028,16,TRUE,FALSE,18-04-2025
DOC100518,2633432447,JC7595587,Cassandra,Charles,Dr. Cassandra Charles,Oncology,"Gonzales, Lopez and Thompson",05397 Higgins Forest,Zimmermanmouth,CA,18625,001-788-832-2012,cassandra.charles@kaiserhealth.org,MI60551,TX,06-08-2030,39,TRUE,FALSE,15-12-2021
DOC100519,2543588418,GJ3740182,Amy,Thompson,Dr. Amy Thompson,Hematology,Baker PLC,788 Bailey Fords Suite 852,Lake Amanda,CA,8480,001-303-704-4361x99517,amy.thompson@kaiserhealth.org,GA86915,PA,18-01-2031,28,TRUE,FALSE,18-11-2022
DOC100520,1515026755,WD2542782,Stephanie,Wiggins,Dr. Stephanie Wiggins,Oncology,"Roach, Dillon and Johnson",929 Beck Course,Jamesview,GA,86189,001-983-309-3096x7139,stephanie.wiggins@kaiserhealth.org,MI69827,MI,31-01-2030,32,TRUE,FALSE,22-06-2022
DOC100521,2345957640,HS1664969,Dustin,Williams,Dr. Dustin Williams,Oncology,Dennis Medical Center,17672 Darius Trail,North Danielfurt,TX,14198,(920)519-0725,dustin.williams@kaiserhealth.org,NC31808,IL,03-05-2028,38,TRUE,FALSE,26-04-2023
DOC100522,1250142576,FQ0232441,Benjamin,Armstrong,Dr. Benjamin Armstrong,Endocrinology,James-Clark,274 Edward Tunnel,Gregoryland,FL,37784,4864825095,benjamin.armstrong@kaiserhealth.org,FL67219,NY,12-01-2030,20,TRUE,FALSE,07-12-2023
DOC100523,2072517863,RX6731625,Nicholas,Smith,Dr. Nicholas Smith,Endocrinology,"Lee, Bradford and Vang",610 Jennifer Port Suite 297,Port Coltonmouth,OH,16052,(843)665-8585,nicholas.smith@kaiserhealth.org,PA47118,OH,27-09-2030,30,TRUE,FALSE,08-08-2022
DOC100524,2790392355,LS0996132,Jason,Johnson,Dr. Jason Johnson,Hematology,Beasley and Sons,70615 Timothy Point,Ramirezburgh,FL,79021,+1-607-316-6906x322,jason.johnson@kaiserhealth.org,CA37686,IL,13-12-2028,32,TRUE,FALSE,18-03-2024
DOC100525,2262446704,PF2681715,Jose,Shields,Dr. Jose Shields,Oncology,"Welch, Smith and Haynes",30109 Velez Lodge Suite 975,Orozcoport,OH,82146,557-695-5462,jose.shields@kaiserhealth.org,CA31087,PA,14-07-2029,13,TRUE,FALSE,26-05-2022
DOC100526,2707660464,WD9785758,Derrick,Patrick,Dr. Derrick Patrick,Rheumatology,Hamilton-Rodriguez,81030 Spencer Courts,Rossland,NY,64593,(968)308-0815,derrick.patrick@kaiserhealth.org,TX65583,NC,16-02-2028,29,TRUE,FALSE,02-10-2021
DOC100527,1205943897,PB7401775,Miranda,Rodriguez,Dr. Miranda Rodriguez,Oncology,Bush-Ford,067 John Mountain,West Christopher,MI,6766,858-447-4362x1300,miranda.rodriguez@kaiserhealth.org,PA43072,OH,24-12-2028,26,TRUE,FALSE,06-01-2026
DOC100528,1842456075,KW0915086,Michele,Rhodes,Dr. Michele Rhodes,Neurology,Simmons-Jordan,0318 Matthew Skyway Apt. 962,Weekschester,CA,52094,(821)859-1832x70004,michele.rhodes@kaiserhealth.org,NY80121,NY,22-04-2029,13,TRUE,FALSE,07-05-2022
DOC100529,2645793897,BC5502916,Lance,Rivera,Dr. Lance Rivera,Oncology,"Johnson, Jones and Wilson",771 Johnson Summit Suite 938,Port Jenniferview,NY,75758,2536152049,lance.rivera@kaiserhealth.org,PA93458,IL,31-03-2030,32,TRUE,FALSE,20-09-2025
DOC100530,1416139449,ST3059736,Sarah,Foster,Dr. Sarah Foster,Pulmonology,"Rice, Vasquez and Walker",79716 Morrison Summit,Curtisfurt,TX,13552,(537)540-7794,sarah.foster@kaiserhealth.org,IL75740,CA,11-01-2031,30,FALSE,FALSE,23-12-2022
DOC100531,2406306244,QV5133053,Kathleen,Kim,Dr. Kathleen Kim,Oncology,Mclaughlin PLC,919 Roman Cliff Suite 262,East Tannerhaven,MI,60891,-840,kathleen.kim@kaiserhealth.org,IL89864,GA,30-06-2028,31,TRUE,FALSE,20-08-2024
DOC100532,2867805555,QE7738264,Gabrielle,Potter,Dr. Gabrielle Potter,Infectious Disease,"Palmer, Gordon and Kaiser",11708 Reilly Pass Apt. 186,Kevinberg,CA,21566,001-417-258-8397x85708,gabrielle.potter@kaiserhealth.org,MI20303,GA,13-12-2030,40,FALSE,FALSE,17-09-2021
DOC100533,1385445770,EV9295966,Jordan,Williams,Dr. Jordan Williams,Oncology,Flores-Estrada,69149 Davis Rue,East Williamfort,IL,88888,001-842-996-8827,jordan.williams@kaiserhealth.org,NC74324,FL,28-04-2030,29,FALSE,FALSE,02-12-2021
DOC100534,1691163319,KF2686536,Joseph,Chapman,Dr. Joseph Chapman,Oncology,Reeves Hospital,615 Williams Plaza,East Tony,IL,88868,001-688-235-6517x962,joseph.chapman@kaiserhealth.org,PA57602,NY,05-04-2031,25,TRUE,FALSE,29-01-2025
DOC100535,2367747226,KA8572169,Jacqueline,Campbell,Dr. Jacqueline Campbell,Oncology,"Bennett, Payne and Le",47842 Scott Drives Suite 162,West Bethany,OH,32372,+1-564-288-2089x3486,jacqueline.campbell@kaiserhealth.org,OH34756,CA,29-03-2031,19,TRUE,FALSE,15-03-2025
DOC100536,1996059329,WR1509688,Derrick,Green,Dr. Derrick Green,Oncology,Hernandez-Archer,916 Cindy Circles Apt. 413,New Paulabury,TX,47391,+1-292-636-1337x60523,derrick.green@kaiserhealth.org,GA58373,FL,10-11-2028,16,TRUE,FALSE,24-03-2026
DOC100537,1524103977,HX9732781,William,Morales,Dr. William Morales,Nephrology,"Johnson, Martin and Knox",7241 Roy Run Apt. 344,Port Ashleyfurt,PA,8782,271.882.4989x8088,william.morales@kaiserhealth.org,TX42094,GA,17-06-2029,9,TRUE,FALSE,08-03-2026
DOC100538,1687616481,YV8077046,Dustin,Nelson,Dr. Dustin Nelson,Oncology,Nelson-Black,59266 Gardner Ridges,Lake Theresa,PA,52382,001-698-774-8694x155,dustin.nelson@kaiserhealth.org,OH77051,GA,30-11-2030,32,TRUE,FALSE,30-11-2021
DOC100539,1249125652,HR3415177,Daniel,Austin,Dr. Daniel Austin,Neurology,"George, White and Kirk",3605 Chad Common Suite 039,Clarkmouth,CA,33079,(221)689-4559x06700,daniel.austin@kaiserhealth.org,PA48704,GA,05-12-2030,26,TRUE,FALSE,26-08-2022
