patient_id,ssn,first_name,last_name,full_name,date_of_birth,age,gender,race,ethnicity,address,city,state,zip_code,phone,email,income_level,insurance_type,insurance_provider,diagnosis_code,diagnosis_description,is_eligible_for_pap,pap_enrollment_date,fraud_flag,created_at
PAT1002684,206-27-6761,Thomas,Stephens,Thomas Stephens,02-02-1949,30,M,Native American,Hispanic,5515 Smith Hollow,Port Sabrina,MI,99920,(696)643-6282x37835,thomas.stephens@example.com,> $100k,Uninsured,,C02,Malignant neoplasm of other parts of tongue,TRUE,03-06-2025,FALSE,22-05-2026
PAT1002685,119-71-5551,Sergio,Shepherd,Sergio Shepherd,31-01-2001,46,F,White,Hispanic,34020 Meyer Mills Apt. 706,North Shannon,GA,44269,001-663-743-5664x1137,sergio.shepherd@example.com,> $100k,Medicaid,Smith-Aguilar,J20,Acute bronchitis,FALSE,,FALSE,10-12-2021
PAT1002686,970-48-9277,Jennifer,Hebert,Jennifer Hebert,25-01-1989,69,F,Other,Hispanic,8340 Melanie Cove,Jeremiahside,NC,73679,001-905-643-8635x62440,jennifer.hebert@example.com,$50k-$75k,Private,"Jones, Griffith and Thompson",J02,Acute pharyngitis,FALSE,,FALSE,11-12-2022
PAT1002687,660-63-2898,Christopher,Santana,Christopher Santana,19-06-1983,38,M,Other,Hispanic,1903 Vaughn Fords Suite 373,Lake Drewfurt,IL,70371,8122118049,christopher.santana@example.com,$25k-$50k,Uninsured,,I25,Chronic ischemic heart disease,TRUE,07-05-2026,FALSE,20-07-2024
PAT1002688,973-76-8866,Ashley,Novak,Ashley Novak,28-03-1952,21,Other,Black,Non-Hispanic,937 Jones Point,Kristenland,NY,85839,001-366-976-4569,ashley.novak@example.com,$75k-$100k,Uninsured,,E11,Type 2 diabetes mellitus,TRUE,29-10-2024,FALSE,02-01-2024
PAT1002689,595-18-4018,Joseph,Owen,Joseph Owen,23-10-1991,44,Other,Black,Hispanic,78547 Clarke Terrace Apt. 827,East Lindashire,CA,67761,703-516-7461x90727,joseph.owen@example.com,$25k-$50k,Private,Donaldson-Morales,E13,Other specified diabetes mellitus,TRUE,13-05-2026,FALSE,28-07-2025
PAT1002690,249-82-2626,Duane,Herrera,Duane Herrera,01-05-1995,34,Other,White,Hispanic,62682 Martin Fork Suite 888,South Robert,IL,2199,+1-402-907-7442x710,duane.herrera@example.com,$75k-$100k,Private,"Davis, Klein and Mcdaniel",J20,Acute bronchitis,FALSE,,FALSE,28-04-2026
PAT1002691,110-47-1021,Mario,Welch,Mario Welch,31-12-1983,33,F,Other,Non-Hispanic,99918 Beth Stravenue,Phillipsview,PA,81697,254-516-5917,mario.welch@example.com,$75k-$100k,Private,"Tyler, Barnes and Lucas",J06,Acute upper respiratory infections,FALSE,,FALSE,24-02-2024
PAT1002692,123-91-1741,Robert,Burns,Robert Burns,27-11-1989,70,M,Black,Non-Hispanic,4952 Humphrey Oval Suite 973,West Douglasberg,NY,98300,697-657-6763,robert.burns@example.com,> $100k,Medicare,Warren Inc,J20,Acute bronchitis,FALSE,,FALSE,30-05-2025
PAT1002693,904-91-1192,Deborah,Sanders,Deborah Sanders,17-08-1936,31,M,Native American,Non-Hispanic,15100 Michael Extension,West Shellytown,TX,73688,3803462541,deborah.sanders@example.com,> $100k,Medicare,Villarreal-Walker,J20,Acute bronchitis,FALSE,,FALSE,23-12-2022
PAT1002694,461-61-8512,Jose,Reyes,Jose Reyes,01-09-1956,21,Other,Hispanic,Hispanic,652 Stevenson Fall Apt. 838,Rebeccaburgh,TX,39767,544-412-5104,jose.reyes@example.com,$25k-$50k,Uninsured,,I21,Acute myocardial infarction,TRUE,02-10-2025,FALSE,04-08-2021
PAT1002695,167-75-2156,Jennifer,Anderson,Jennifer Anderson,16-03-1941,25,Other,Other,Non-Hispanic,12600 Murphy Club,Shannonfurt,MI,23170,001-239-257-7235x81169,jennifer.anderson@example.com,< $25k,Private,Mills-Lewis,I50,Heart failure,TRUE,21-04-2025,FALSE,19-11-2023
PAT1002696,782-83-1615,Taylor,Davenport,Taylor Davenport,29-05-1936,75,F,Black,Hispanic,637 Rachel Place,South Scottfort,TX,47289,9522533746,taylor.davenport@example.com,< $25k,Uninsured,,C04,Malignant neoplasm of floor of mouth,TRUE,19-07-2025,FALSE,18-05-2025
PAT1002697,689-13-2989,Erin,Li,Erin Li,12-08-1958,44,Other,White,Non-Hispanic,98561 Thomas Pine Suite 755,Prattmouth,MI,37214,313-348-8514,erin.li@example.com,$50k-$75k,Private,Campbell PLC,J02,Acute pharyngitis,FALSE,,FALSE,09-04-2022
PAT1002698,171-56-1497,Cory,Moreno,Cory Moreno,29-10-1970,40,Other,Black,Non-Hispanic,1972 Kristen Gateway,Amytown,CA,31344,859.541.4933x86800,cory.moreno@example.com,$50k-$75k,Uninsured,,E10,Type 1 diabetes mellitus,TRUE,07-01-2026,FALSE,04-04-2024
PAT1002699,334-13-6840,Michelle,Mcclure,Michelle Mcclure,04-11-1942,82,F,Other,Hispanic,3314 Lisa Hills,Benjamintown,MI,41592,331.578.0650x4025,michelle.mcclure@example.com,$25k-$50k,Underinsured,,I21,Acute myocardial infarction,TRUE,01-05-2025,FALSE,15-09-2025
PAT1002700,953-41-1300,Joanne,Garcia,Joanne Garcia,14-08-2001,58,M,Hispanic,Non-Hispanic,5398 Dylan Plain Suite 300,Lucasside,CA,20691,718-349-9196,joanne.garcia@example.com,> $100k,Private,Avery PLC,J06,Acute upper respiratory infections,FALSE,,FALSE,11-03-2026
PAT1002701,755-58-8610,Beverly,Irwin,Beverly Irwin,02-12-1950,86,M,Native American,Hispanic,45126 Jessica Via,Serranoburgh,IL,77104,576.973.3939x3728,beverly.irwin@example.com,$25k-$50k,Uninsured,"Brewer, Myers and Sherman",C00,Malignant neoplasm of lip,TRUE,23-01-2026,FALSE,13-01-2022
PAT1002702,241-64-2635,Elizabeth,Walter,Elizabeth Walter,03-10-1992,49,M,Black,Non-Hispanic,212 Turner Lock Apt. 019,North Grace,MI,41269,303.281.3565,elizabeth.walter@example.com,$50k-$75k,Medicaid,Gonzalez Ltd,J00,Acute nasopharyngitis,FALSE,,FALSE,18-04-2024
PAT1002703,612-93-6071,Patricia,Arnold,Patricia Arnold,21-05-2000,45,Other,Other,Non-Hispanic,4166 Melissa Tunnel,Charlotteberg,NY,66762,001-530-235-1517,patricia.arnold@example.com,$75k-$100k,Private,Gamble-Griffin,M54,Dorsalgia,FALSE,,FALSE,23-09-2023
PAT1002704,653-79-9553,Christian,Hicks,Christian Hicks,29-11-1956,85,F,Hispanic,Non-Hispanic,5379 Crystal Roads,Lake Barbara,FL,33204,449-622-7269x747,christian.hicks@example.com,< $25k,Uninsured,"Clark, Downs and Gilbert",C01,Malignant neoplasm of base of tongue,TRUE,13-07-2024,FALSE,09-12-2021
PAT1002705,230-51-7709,Barry,Martin,Barry Martin,24-04-1962,53,Other,Native American,Hispanic,84434 Ray Way,Dennisville,MI,67812,(640)618-8904,barry.martin@example.com,> $100k,Medicaid,"Howard, Williamson and Tyler",J20,Acute bronchitis,FALSE,,FALSE,23-10-2022
PAT1002706,283-97-8920,Kevin,Mcdonald,Kevin Mcdonald,30-09-1953,51,M,Hispanic,Non-Hispanic,02481 Henderson Springs,Floresside,TX,24696,630-672-5867x053,kevin.mcdonald@example.com,< $25k,Underinsured,"Hamilton, Gomez and Santos",J02,Acute pharyngitis,TRUE,,FALSE,10-05-2023
PAT1002707,446-81-1721,Nathaniel,Perkins,Nathaniel Perkins,30-04-1990,88,M,Native American,Non-Hispanic,93466 Laura Alley Suite 362,Martinhaven,PA,57108,+1-877-726-2119x8595,nathaniel.perkins@example.com,< $25k,Medicaid,"Glenn, Reeves and Williams",C01,Malignant neoplasm of base of tongue,TRUE,03-07-2024,FALSE,07-04-2024
PAT1002708,592-58-9893,Kenneth,Pierce,Kenneth Pierce,24-10-1981,22,M,Other,Hispanic,48982 Megan Cove Apt. 594,Michaelhaven,FL,45477,9708633864,kenneth.pierce@example.com,< $25k,Private,Leonard-Hernandez,C50,Malignant neoplasm of breast,TRUE,13-02-2026,FALSE,05-07-2021
PAT1002709,574-77-5176,Patricia,Marshall,Patricia Marshall,30-10-1986,89,M,White,Hispanic,05813 Coleman Unions,Paulville,NC,4548,(776)555-4231,patricia.marshall@example.com,$25k-$50k,Underinsured,Johnson Ltd,I25,Chronic ischemic heart disease,TRUE,12-10-2024,FALSE,26-12-2024
PAT1002710,168-91-1822,Nicholas,Davis,Nicholas Davis,16-04-1967,35,Other,Black,Non-Hispanic,5943 Williams Stream,Darrellborough,PA,54842,+1-361-637-5514x87759,nicholas.davis@example.com,< $25k,Uninsured,,E13,Other specified diabetes mellitus,TRUE,05-06-2025,FALSE,26-08-2021
PAT1002711,935-60-8376,David,Jones,David Jones,28-03-2006,69,Other,Native American,Non-Hispanic,471 Barnes Turnpike Suite 669,Port Stacey,MI,73079,001-382-473-3635x528,david.jones@example.com,$25k-$50k,Uninsured,Leon Inc,C07,Malignant neoplasm of parotid gland,TRUE,09-02-2025,FALSE,16-09-2025
PAT1002712,235-84-1938,Christopher,Joseph,Christopher Joseph,03-01-1937,21,Other,Native American,Non-Hispanic,924 Knight Lakes,Jamesmouth,CA,82678,(373)844-1275,christopher.joseph@example.com,$25k-$50k,Underinsured,Hernandez-Hernandez,C03,Malignant neoplasm of gum,TRUE,11-08-2025,FALSE,03-06-2026
PAT1002713,356-45-3585,Bradley,Williams,Bradley Williams,15-01-1966,40,Other,Native American,Hispanic,873 Gabriel Square Apt. 668,Dominiquefort,FL,33443,001-848-441-0474x5485,bradley.williams@example.com,$25k-$50k,Underinsured,Schultz and Sons,C50,Malignant neoplasm of breast,TRUE,23-12-2024,FALSE,01-01-2024
PAT1002714,376-20-2140,Raymond,Taylor,Raymond Taylor,05-04-1994,74,M,Asian,Non-Hispanic,0569 Cook Vista,Myersside,PA,95085,644-713-7891x5524,raymond.taylor@example.com,< $25k,Underinsured,"Charles, Stewart and Page",I12,Hypertensive chronic kidney disease,TRUE,08-12-2024,FALSE,25-01-2025
PAT1002715,552-97-1598,Justin,Snyder,Justin Snyder,20-06-1993,20,Other,Asian,Non-Hispanic,701 Angela Extensions Suite 661,Lake Chrisside,TX,33731,859.614.3474,justin.snyder@example.com,$25k-$50k,Uninsured,Davis-Bates,I11,Hypertensive heart disease,TRUE,16-03-2026,FALSE,11-04-2026
PAT1002716,909-60-1111,Jennifer,Harrison,Jennifer Harrison,09-01-1940,79,M,Asian,Non-Hispanic,283 Munoz Dale Apt. 251,Kelleyburgh,NY,38660,(744)813-1904x49749,jennifer.harrison@example.com,< $25k,Uninsured,"Davis, Jones and Robinson",E13,Other specified diabetes mellitus,TRUE,19-03-2026,FALSE,05-07-2025
PAT1002717,683-45-8987,Derek,Huff,Derek Huff,25-05-1946,48,M,Native American,Non-Hispanic,98253 Andrew Neck Apt. 121,South Leefurt,NY,69789,519.497.6782x0652,derek.huff@example.com,$75k-$100k,Underinsured,"Aguirre, Brown and Eaton",I20,Angina pectoris,TRUE,27-09-2024,FALSE,17-12-2025
PAT1002718,192-73-6899,Keith,Maxwell,Keith Maxwell,09-07-1943,23,M,Hispanic,Non-Hispanic,26788 Donald Lakes Apt. 469,South Brianna,IL,64046,(341)816-4609x15690,keith.maxwell@example.com,$75k-$100k,Medicare,Hall LLC,M54,Dorsalgia,FALSE,,FALSE,16-09-2023
PAT1002719,818-28-7366,Terri,Miller,Terri Miller,20-01-1967,42,Other,Hispanic,Hispanic,72665 Amber Radial Suite 344,Kennethfort,IL,86157,(338)454-2055x33925,terri.miller@example.com,< $25k,Uninsured,Potter PLC,E10,Type 1 diabetes mellitus,TRUE,19-02-2025,FALSE,02-04-2024
PAT1002720,707-66-4858,Shari,Bauer,Shari Bauer,11-03-1953,89,M,White,Hispanic,076 Lee Drive,Cervantesbury,MI,16844,882.729.2758x275,shari.bauer@example.com,> $100k,Private,Garcia-Riddle,J20,Acute bronchitis,FALSE,,FALSE,16-01-2022
PAT1002721,636-96-2608,David,Hester,David Hester,06-04-2007,63,F,Black,Hispanic,713 Nancy Lake,North Louis,FL,81525,(657)752-4290x09296,david.hester@example.com,$25k-$50k,Underinsured,,I11,Hypertensive heart disease,TRUE,08-09-2024,FALSE,02-08-2024
PAT1002722,343-86-5398,Kayla,Hughes,Kayla Hughes,19-10-1988,56,Other,Hispanic,Non-Hispanic,8709 Elliott Extensions,Harrisonberg,NC,52961,(376)867-6679,kayla.hughes@example.com,$50k-$75k,Medicare,Montoya-Williams,J06,Acute upper respiratory infections,FALSE,,FALSE,04-12-2021
PAT1002723,120-44-8726,Michael,Cameron,Michael Cameron,07-12-1974,54,M,Native American,Non-Hispanic,0349 Miller Well Apt. 034,Huffshire,FL,56746,-10578,michael.cameron@example.com,< $25k,Private,Davis-Cruz,C03,Malignant neoplasm of gum,TRUE,21-11-2024,FALSE,11-12-2023
PAT1002724,555-75-6782,Shannon,Whitehead,Shannon Whitehead,22-12-1958,81,Other,Other,Non-Hispanic,172 Myers Street Suite 355,East Carol,TX,46829,476-365-7116,shannon.whitehead@example.com,$25k-$50k,Underinsured,"Kim, Harvey and Holmes",C50,Malignant neoplasm of breast,TRUE,11-10-2024,FALSE,20-09-2022
PAT1002725,769-84-2973,Annette,Washington,Annette Washington,10-10-1987,59,Other,Asian,Non-Hispanic,2081 Watts Mountain,Barronland,GA,78711,-9953,annette.washington@example.com,> $100k,Underinsured,Smith-Alvarado,C03,Malignant neoplasm of gum,TRUE,08-04-2025,FALSE,07-02-2025
PAT1002726,805-44-7629,Raymond,Coleman,Raymond Coleman,10-11-1981,52,Other,Other,Non-Hispanic,49791 Adams Rapids,Williamsfort,PA,38891,467.964.1981,raymond.coleman@example.com,$50k-$75k,Medicaid,"Fox, Hines and Clark",J20,Acute bronchitis,FALSE,,FALSE,20-02-2023
PAT1002727,578-87-4169,Paul,Johnson,Paul Johnson,18-05-1980,64,M,White,Hispanic,742 Austin Keys,South Dannyshire,NY,84410,711-627-2519x63733,paul.johnson@example.com,$50k-$75k,Underinsured,Klein PLC,I10,Essential hypertension,TRUE,23-07-2025,FALSE,16-11-2025
PAT1002728,768-35-9666,Sarah,Thomas,Sarah Thomas,14-01-1962,39,F,Native American,Non-Hispanic,6372 Rhonda Spurs,Port Heather,NC,12555,899-732-0799,sarah.thomas@example.com,< $25k,Private,Barr Group,E13,Other specified diabetes mellitus,TRUE,31-08-2024,FALSE,16-05-2026
PAT1002729,632-64-6867,Marcus,Montgomery,Marcus Montgomery,18-03-1992,65,M,White,Non-Hispanic,60465 Frye Harbors Apt. 414,New Donna,FL,14587,001-598-368-2527x290,marcus.montgomery@example.com,$25k-$50k,Underinsured,Dominguez-Carroll,M54,Dorsalgia,TRUE,,FALSE,19-06-2022
PAT1002730,765-36-8881,Crystal,Dominguez,Crystal Dominguez,23-09-1986,58,F,Native American,Hispanic,98681 Hudson Parks,Freemanborough,TX,64781,+1-272-964-3995x82384,crystal.dominguez@example.com,< $25k,Underinsured,Burke-Taylor,E10,Type 1 diabetes mellitus,TRUE,11-11-2024,FALSE,11-09-2025
PAT1002731,165-35-9590,Willie,Rogers,Willie Rogers,18-10-2003,51,F,White,Hispanic,48137 Smith Cape,Maxhaven,IL,61255,+1-841-713-2823x1923,willie.rogers@example.com,$25k-$50k,Underinsured,,E14,Unspecified diabetes mellitus,TRUE,13-03-2025,FALSE,23-11-2022
PAT1002732,616-51-4833,Shelley,Ray,Shelley Ray,03-05-2004,35,Other,Native American,Non-Hispanic,0015 Lucas Field,Christinamouth,NC,33473,(438)471-5341,shelley.ray@example.com,$75k-$100k,Private,Rogers LLC,M54,Dorsalgia,FALSE,,FALSE,17-05-2023
PAT1002733,871-84-2862,Kayla,Dean,Kayla Dean,24-09-1992,25,Other,Black,Hispanic,802 Foster Forge Apt. 081,Patrickfort,IL,37550,(908)615-2173,kayla.dean@example.com,< $25k,Uninsured,,E14,Unspecified diabetes mellitus,TRUE,15-12-2024,FALSE,29-09-2025
PAT1002734,422-43-2148,Robert,Mata,Robert Mata,08-02-1972,43,M,Native American,Hispanic,55485 Villarreal Valley Apt. 810,West Kenneth,GA,89531,9168537450,robert.mata@example.com,$25k-$50k,Uninsured,Roberts-Campbell,E11,Type 2 diabetes mellitus,TRUE,06-12-2025,FALSE,28-03-2026
PAT1002735,780-49-8418,Eddie,Moore,Eddie Moore,25-06-1972,76,Other,White,Hispanic,43788 Rogers Dam Suite 791,Charlesfurt,OH,54219,915-383-8783,eddie.moore@example.com,$25k-$50k,Uninsured,,E14,Unspecified diabetes mellitus,TRUE,20-11-2025,FALSE,11-01-2023
PAT1002736,107-78-9801,Roy,Snyder,Roy Snyder,20-05-1991,83,Other,White,Hispanic,275 Vasquez Underpass Suite 044,East Michele,NC,71063,(246)333-2849,roy.snyder@example.com,$25k-$50k,Uninsured,"Johnson, Patel and Cortez",C06,Malignant neoplasm of other parts of mouth,TRUE,07-11-2025,FALSE,30-07-2022
PAT1002737,977-36-2223,Lee,Parker,Lee Parker,30-06-1981,29,M,Hispanic,Non-Hispanic,378 Marcus Walk,Jeffreyside,CA,52001,+1-590-914-7944x2590,lee.parker@example.com,$75k-$100k,Private,"Delgado, Kirby and Allen",J06,Acute upper respiratory infections,FALSE,,FALSE,11-02-2023
PAT1002738,878-54-3105,Megan,Webb,Megan Webb,21-09-1985,60,M,Other,Non-Hispanic,1713 Stacy Harbors Suite 572,North Christina,GA,40293,843-244-9500x2276,megan.webb@example.com,$25k-$50k,Medicaid,Crawford Group,I20,Angina pectoris,TRUE,20-06-2026,FALSE,22-12-2024
PAT1002739,929-32-7321,Traci,Gonzalez,Traci Gonzalez,08-02-1966,33,M,Black,Hispanic,024 Hill Trafficway Apt. 110,East Joshua,MI,44292,707-633-7590,traci.gonzalez@example.com,$25k-$50k,Medicaid,"Williams, Kim and Hawkins",E10,Type 1 diabetes mellitus,TRUE,30-10-2025,FALSE,07-05-2022
PAT1002740,699-56-4168,Joseph,Garcia,Joseph Garcia,02-10-1969,31,Other,White,Hispanic,88751 Sarah Camp,Marytown,FL,91287,6913355409,joseph.garcia@example.com,> $100k,Medicaid,"Lewis, Smith and Figueroa",J06,Acute upper respiratory infections,FALSE,,FALSE,12-08-2024
PAT1002741,642-80-9495,Taylor,Alexander,Taylor Alexander,21-02-1948,89,F,White,Non-Hispanic,64392 Snyder Radial,Dayville,CA,21358,+1-420-545-3223x48074,taylor.alexander@example.com,< $25k,Medicare,"Fields, Wright and Smith",I25,Chronic ischemic heart disease,TRUE,04-05-2026,FALSE,03-12-2024
PAT1002742,811-37-3363,Glenn,Glenn,Glenn Glenn,15-08-1943,36,Other,Black,Non-Hispanic,417 Wilkins Mount Suite 800,North Cathy,NC,50697,+1-698-647-8250x85545,glenn.glenn@example.com,$75k-$100k,Underinsured,"Bennett, Ortiz and Jones",I50,Heart failure,TRUE,01-07-2025,FALSE,17-07-2021
PAT1002743,390-21-8586,Stephanie,Martinez,Stephanie Martinez,29-10-1943,64,M,Hispanic,Non-Hispanic,74479 Williams Haven,Port Omarland,TX,46072,533-290-1784,stephanie.martinez@example.com,< $25k,Uninsured,"Russell, Walter and Osborne",E13,Other specified diabetes mellitus,TRUE,30-11-2024,FALSE,04-03-2023
PAT1002744,142-25-2338,Nathan,Miller,Nathan Miller,14-06-1944,32,Other,Asian,Hispanic,4939 Eric Locks Apt. 044,Dorseyshire,OH,4647,285.499.8587,nathan.miller@example.com,$50k-$75k,Medicare,Lam-Duffy,J20,Acute bronchitis,FALSE,,FALSE,17-07-2025
PAT1002745,591-76-3746,Sheryl,Combs,Sheryl Combs,25-04-1959,83,F,White,Hispanic,86055 Horn Burgs,Littleland,NC,75552,-2321,sheryl.combs@example.com,< $25k,Uninsured,"Gutierrez, Livingston and Mathews",M54,Dorsalgia,TRUE,,FALSE,16-05-2023
PAT1002746,856-82-4341,James,Price,James Price,06-05-1947,42,Other,Hispanic,Non-Hispanic,766 Jill Divide,Lake Shelley,TX,36453,(525)857-7872x0665,james.price@example.com,$25k-$50k,Underinsured,,I50,Heart failure,TRUE,27-08-2024,FALSE,25-12-2024
PAT1002747,844-40-9161,Corey,Fuentes,Corey Fuentes,21-11-1941,19,F,Native American,Non-Hispanic,50158 Archer Hollow,Port Hannahton,IL,45862,907.922.4843x188,corey.fuentes@example.com,$50k-$75k,Uninsured,,C08,Malignant neoplasm of major salivary glands,TRUE,04-03-2025,FALSE,23-11-2022
PAT1002748,254-10-1727,Amanda,Haas,Amanda Haas,04-05-1976,65,Other,Black,Hispanic,8515 Allen Ford,Gilbertview,GA,92961,+1-434-357-4057x58896,amanda.haas@example.com,$25k-$50k,Underinsured,Burke-Newman,E14,Unspecified diabetes mellitus,TRUE,14-10-2024,FALSE,01-06-2025
PAT1002749,423-21-6537,Susan,Reynolds,Susan Reynolds,03-03-1998,61,F,Other,Hispanic,794 Santiago Junctions Apt. 527,Michaelport,IL,82811,+1-781-262-7492x7038,susan.reynolds@example.com,$25k-$50k,Underinsured,,I25,Chronic ischemic heart disease,TRUE,27-09-2024,FALSE,21-07-2021
PAT1002750,568-10-2128,Jake,Wise,Jake Wise,07-04-1964,87,F,Native American,Hispanic,8290 Cohen Points,Danielton,PA,67033,605-277-5755x3867,jake.wise@example.com,$25k-$50k,Uninsured,,E11,Type 2 diabetes mellitus,TRUE,10-08-2025,FALSE,25-11-2024
PAT1002751,447-60-8291,Anna,Patterson,Anna Patterson,07-11-1937,49,M,Black,Non-Hispanic,2421 John Drives Apt. 092,Justinhaven,CA,48287,+1-993-795-5166x894,anna.patterson@example.com,$25k-$50k,Underinsured,"Thompson, Ramirez and Frye",C04,Malignant neoplasm of floor of mouth,TRUE,23-12-2025,FALSE,22-05-2023
PAT1002752,146-71-4341,Francisco,Wright,Francisco Wright,08-11-1980,82,Other,Other,Non-Hispanic,31838 Jennifer Roads,South Robert,PA,17845,448.613.2391x549,francisco.wright@example.com,< $25k,Uninsured,"Walker, Jones and Willis",J20,Acute bronchitis,TRUE,,FALSE,10-04-2026
PAT1002753,136-60-9039,Amanda,Alexander,Amanda Alexander,13-11-1953,62,F,White,Hispanic,504 Michelle Street,North Makaylachester,IL,62750,7377104718,amanda.alexander@example.com,$25k-$50k,Underinsured,"Warner, King and Fuller",M54,Dorsalgia,TRUE,,FALSE,02-03-2024
PAT1002754,946-14-3821,Morgan,Taylor,Morgan Taylor,24-04-1986,53,F,Black,Non-Hispanic,58194 Gibson Knolls,East Jacobfort,CA,56785,001-847-770-7777x96781,morgan.taylor@example.com,$75k-$100k,Medicare,Baxter Group,J20,Acute bronchitis,FALSE,,FALSE,04-04-2025
PAT1002755,554-30-7229,Kerri,Kim,Kerri Kim,01-12-1955,20,F,Other,Hispanic,98556 Day Plains Suite 962,North Tamaraville,OH,42488,(870)428-5617x1108,kerri.kim@example.com,> $100k,Private,"Sanchez, Morrison and Lewis",J02,Acute pharyngitis,FALSE,,FALSE,18-02-2025
PAT1002756,134-57-3775,Christina,Shepherd,Christina Shepherd,24-02-1984,76,Other,Native American,Hispanic,591 Jill Common Apt. 376,East Larry,GA,87994,001-350-541-2550x780,christina.shepherd@example.com,< $25k,Underinsured,,C01,Malignant neoplasm of base of tongue,TRUE,24-02-2025,FALSE,27-02-2022
PAT1002757,725-16-1610,Jeffrey,Nelson,Jeffrey Nelson,28-12-1947,70,F,Black,Non-Hispanic,12982 Ivan Turnpike Apt. 184,West Stacy,GA,30518,6562158941,jeffrey.nelson@example.com,> $100k,Underinsured,Gonzales Group,I50,Heart failure,TRUE,16-01-2026,FALSE,29-12-2021
PAT1002758,898-71-9936,Ethan,Stewart,Ethan Stewart,05-01-1965,72,F,White,Hispanic,35716 Andrew Alley Suite 793,Nicholaschester,MI,32835,001-769-301-6517,ethan.stewart@example.com,< $25k,Underinsured,Bowers Inc,I48,Atrial fibrillation,TRUE,03-11-2024,FALSE,06-01-2026
PAT1002759,940-62-2891,Leah,Christensen,Leah Christensen,01-04-1943,56,Other,Asian,Non-Hispanic,79618 Rachel Ramp Suite 136,Keithberg,PA,98152,(701)911-3011,leah.christensen@example.com,$25k-$50k,Uninsured,Donaldson Inc,J06,Acute upper respiratory infections,TRUE,,FALSE,07-12-2023
PAT1002760,938-95-4470,Dana,Davis,Dana Davis,13-10-2003,70,M,Native American,Non-Hispanic,35276 Troy Hills Suite 740,Port Austin,CA,70136,+1-771-659-4853x5517,dana.davis@example.com,< $25k,Uninsured,,C06,Malignant neoplasm of other parts of mouth,TRUE,28-04-2025,FALSE,18-03-2025
PAT1002761,625-72-5711,Megan,Rose,Megan Rose,12-06-2007,87,M,Asian,Non-Hispanic,2963 Amy Creek Suite 557,East Jay,NY,31567,(565)305-7772,megan.rose@example.com,$25k-$50k,Medicare,Hayes and Sons,I25,Chronic ischemic heart disease,TRUE,13-04-2025,FALSE,24-01-2025
PAT1002762,600-60-1282,Michelle,Mcguire,Michelle Mcguire,24-01-1966,69,Other,Native American,Non-Hispanic,62942 Jones Terrace Apt. 703,Cranefurt,CA,55867,(388)746-3378,michelle.mcguire@example.com,< $25k,Underinsured,"Lopez, Beltran and Armstrong",I12,Hypertensive chronic kidney disease,TRUE,16-09-2025,FALSE,19-03-2022
PAT1002763,880-16-6222,Steven,Barnes,Steven Barnes,24-09-1976,34,Other,Black,Non-Hispanic,4412 Phillips Garden,Murphyport,NC,32811,540-374-3043x01989,steven.barnes@example.com,$75k-$100k,Medicare,Rogers PLC,J00,Acute nasopharyngitis,FALSE,,FALSE,03-10-2021
PAT1002764,982-89-2125,Scott,Jones,Scott Jones,17-06-1943,75,F,Other,Hispanic,75253 Harold Place Suite 582,Gutierrezhaven,GA,43341,920-930-6001,scott.jones@example.com,> $100k,Uninsured,,E14,Unspecified diabetes mellitus,TRUE,05-05-2026,FALSE,22-12-2024
PAT1002765,916-59-6492,Jodi,James,Jodi James,19-08-1990,46,M,Black,Non-Hispanic,71830 Alvarado Fields Apt. 575,North Donaldchester,PA,69457,(500)798-3436x086,jodi.james@example.com,$50k-$75k,Medicaid,"Webb, Wright and Holland",M54,Dorsalgia,FALSE,,FALSE,01-08-2021
PAT1002766,840-43-9426,David,Andrade,David Andrade,25-08-1992,64,M,Other,Non-Hispanic,572 Donna Center,Jasonfurt,NY,63918,+1-317-699-3253x4768,david.andrade@example.com,$50k-$75k,Private,"Massey, Pruitt and Barnett",M54,Dorsalgia,FALSE,,FALSE,11-09-2023
PAT1002767,340-63-3992,Daniel,Moody,Daniel Moody,11-04-1999,63,Other,Other,Non-Hispanic,47025 Joseph View Apt. 210,Shaneport,NY,74771,(598)760-6878x029,daniel.moody@example.com,> $100k,Uninsured,,E10,Type 1 diabetes mellitus,TRUE,14-03-2025,FALSE,08-06-2025
PAT1002768,514-36-1307,Lisa,Morgan,Lisa Morgan,08-05-1980,79,F,White,Non-Hispanic,262 Patty Curve,Port Marc,PA,7252,494-855-4269,lisa.morgan@example.com,$25k-$50k,Underinsured,Mitchell Inc,I11,Hypertensive heart disease,TRUE,25-09-2024,FALSE,20-12-2022
PAT1002769,970-88-9498,Ashlee,Miller,Ashlee Miller,11-11-1979,82,M,White,Hispanic,347 Ellis Extensions,Angelaburgh,MI,3793,2062410379,ashlee.miller@example.com,< $25k,Uninsured,Santos LLC,J06,Acute upper respiratory infections,TRUE,,FALSE,23-11-2021
PAT1002770,455-82-8106,Susan,Turner,Susan Turner,17-10-1937,20,F,Native American,Non-Hispanic,407 Steven Villages,Port Mark,PA,86286,346.765.7536x32388,susan.turner@example.com,$25k-$50k,Medicaid,Cobb-Lewis,I25,Chronic ischemic heart disease,TRUE,28-04-2025,FALSE,21-05-2025
